word,english,japanese,example,present,teForm,negative,past,pastNegative,potential,imperative,volitional,group,desirative,conditional,passive,causative,causativePassive,honorific,humble,mark
ryoukai,okay; ok; roger that; understood; got it,了解,,,,,,,,,,,,,,,,,,false
kansou suru,to be dry,乾燥する,今日は乾燥してるね。(It is dry today.),,,,,,,,,,,,,,,,,false
nyuseihin,dairy products,乳製品,,,,,,,,,,,,,,,,,,false
kyuujuunendai,90's,九十年代,,,,,,,,,,,,,,,,,,false
otome [na],little girl; young lady,乙女な,,,,,,,,,,,,,,,,,,false
joushaken,(boarding) ticket (train or bus),乗車券,,,,,,,,,,,,,,,,,,false
joukyaku,"passenger (of a train, etc.)",乗客,,,,,,,,,,,,,,,,,,false
noru,to ride; to get on; to get in; to board; to participate; to be fooled,乗る (intrans.),,norimasu,notte; noranakute,noranai; norimasen,notta; norimashita,noranakatta; norimasen deshita,noreru,nore; noru na,norou; norimashou,,,noreba; nottara; norimashitara; noranakereba; noranakattara; norimasen deshitara,norareru,noraseru,noraserareru; norasareru,onori ni naru; norareru,,false
noriokureru,to miss (transportation) (～に),乗り遅れる,,,,,,,,,,,,,,,,,,false
norikomu,to board; to embark on; to get into (a car); to man (a ship); to help (someone) into; to march into; to enter,乗り込む,,norikomimasu,norikonde,norikomanai,norikonda,,,,,,,,,,,,,false
norikoeru,to climb over; to get over; to ride across; to surmount; to overcome; to surpass; to overtake,乗り越える,,norikoemasu,,,,,,,,,,,,,,,,false
norikae,to change between buses or trains; to transfer,乗り換える,Roppongi ni iku no ni doko de norikaemasu ka? (Where do I transfer to go to Roppongi?),norikaemasu,,,,,,,,,,,,,,,,false
noriba,place for boarding vehicles,乗り場,,,,,,,,,,,,,,,,,,false
noseru,to place on (something); to carry; to put on (top of something); to put on board; to give (someone) a ride; to give a lift; to pick up (someone or something); to publish (an article); to run (an ad),乗せる；載せる,,,nosete,,noseta; nosemashita,,,,,,,,,,,,,false
hisashiburi ni,for a long time; after a long time,久しぶりに,,,,,,,,,,,,,,,,,,false
hisabisa [na],in a long time; long time ago; a while ago; long ago,久々な,久々に,,,,,,,,,,,,,,,,,false
shugo,subject of a sentence,主語,,,,,,,,,,,,,,,,,,false
shufu,homemaker; housewife; house husband,主婦、主夫,,,,,,,,,,,,,,,,,,false
shutai,main constituent; core; nucleus; protagonist,主体,,,,,,,,,,,,,,,,,,false
shujinkou,protagonist; main character; hero; heroine,主人公,,,,,,,,,,,,,,,,,,false
omo ni,mainly,主に,,,,,,,,,,,,,,,,,,false
omo [na],main; principal; chief,主な,,,,,,,,,,,,,,,,,,false
marui,round (spherical objects); round; smooth,丸い,,,marukute,,,,,,,,,,,,,,,false
chuukan,middle; midterm,中間,,,,,,,,,,,,,,,,,,false
nakama,company; colleague; associate; group; partner; group (of things),中間,,,,,,,,,,,,,,,,,,false
chuufuku,mountain side; halfway up,中腹,,,,,,,,,,,,,,,,,,false
chuushi suru,to cancel; to be called off,中止する,,,,,,,,,,,,,,,,,,false
chuutou,the Middle East,中東,,,,,,,,,,,,,,,,,,false
chuushin,center; middle; heart; core; focus; pivot; emphasis; balance; ~centered (suffix); ~focused; ~oriented,中心,～の中心,,,,,,,,,,,,,,,,,false
nakaniwa,courtyard,中庭,,,,,,,,,,,,,,,,,,false
chuunen,middle-age; midlife; one's middle years,中年,中年になってから太ってきた。(I started to gain weight after I became a middle aged person.),,,,,,,,,,,,,,,,,false
chuugoku,China,中国,,,,,,,,,,,,,,,,,,false
chuuko,used; second-hand,中古,,,,,,,,,,,,,,,,,,false
chuuko,used; second-hand; old,中古,中古の車を買った。(I bought a secondhand car.),,,,,,,,,,,,,,,,,false
chuukurai,about medium,中くらい,sukunai/chukurai/ooi,,,,,,,,,,,,,,,,,false
naka,"in, inside, among, middle, mean, center",中,Hasami wa hikidashi no naka ni aru. (The scissors are in the drawer.) Kono kasa no naka kara erande kudasai. (Please choose from among these umbrellas.); 彼は雪の中を歩きました。kare wa yuki no naka o arukimashita. He was walking through the snow.,,,,,,,,,,,,,,,,,false
naraberu,to form a line; to line up; to list; to arrange in order; to set up; to itemize; to enumerate,並べる,,narabemasu,narabete,,narabeta,,,,,,,,,,,,,false
narabu,to form a line,並ぶ,naranderun desu ka? (Are you waiting in line?),,narande,,,,,narabinasai,narabou,,,,,,,,,false
ryougae suru,to exchange (money),両替する,500 doru o en ni ryougae shite kudasai. (Please exchange 500 dollars for yen.),,,,,,,,,,,,,,,,,false
ryouhou,both; both sides,両方,,,,,,,,,,,,,,,,,,false
rou ~,both ~,両～,ryoute (both hands),,,,,,,,,,,,,,,,,false
oka,hill; height; rising ground; bonus points,丘,,,,,,,,,,,,,,,,,,false
seken,world; society,世間,,,,,,,,,,,,,,,,,,false
sekai seifuku,world conquest; world domination; taking over the world,世界征服,,,,,,,,,,,,,,,,,,false
sedai,generation,世代,,,,,,,,,,,,,,,,,,false
yononaka,the society,世の中,yo no naka,,,,,,,,,,,,,,,,,false
~ sei,counter for generations,世,"三世 (san sei, third generation)",,,,,,,,,,,,,,,,,false
yo,world; society; age; generation,世,,,,,,,,,,,,,,,,,,false
ataeru,to give,与える,アドバイスを与える,ataemasu,ataete,,ataeta; ataemashita,,,,,,,,,,,,,false
fukisoku doushi,irregular verb,不規則動詞,,,,,,,,,,,,,,,,,,false
furyouhin,inferior goods; defective goods; defective products; inferior products,不良品,,,,,,,,,,,,,,,,,,false
funou,incompetency; inefficiency; impossibility; weak point,不能,,,,,,,,,,,,,,,,,,false
fuyoui,unpreparedness; carelessness,不用意,,,,,,,,,,,,,,,,,,false
fuman [na],dissatisfaction; displeasure; discontent; complaints; unhappiness; disgruntled,不満な,,,,,,,,,,,,,,,,,,false
fukeiki,business recession; hard times; depression (economic); gloom,不景気,,,,,,,,,,,,,,,,,,false
fumei [na],unknown; unidentified; obscure; indistinct; uncertain; ambiguous,不明な,,,,,,,,,,,,,,,,,,false
fushigi [na],unusual; strange; mysterious; a miracle; weird; amazing; fantastic,不思議な,fushigisou; Aya ga konakatta nowa fushigi da. (It is strange that Aya didn't come.); fushigi na aji da ne. (It's an unusual taste.),,,,,,,,,,,,,,,,,false
fukai [na],uncomfortable,不快な,,,,,,,,,,,,,,,,,,false
fukou [na],unhappy; not happy; misfortune,不幸,,,,,,,,,,,,,,,,,,false
fushin [na],incomplete understanding; doubt; question; distrust; suspicion; strangeness; infidelity,不審な,,,,,,,,,,,,,,,,,,false
fuantei,instability; insecurity; crankiness,不安定,,,,,,,,,,,,,,,,,,false
fuan [na],uneasy; worried; uneasiness; anxiety; unrest; uncertainty; insecurity,不安な,Fuan ni omou koto wa nani mo nai. (I have nothing to worry about.),,,,,,,,,,,,,,,,,false
fuzai,being away; absence; disregard; indifference,不在,,,,,,,,,,,,,,,,,,false
futo,suddenly; casually; accidentally; incidentally; unexpectedly; unintentionally,不図,,,,,,,,,,,,,,,,,,false
bukiyou,"clumsy; awkward; unskillfulness; lack of ability; tactless; awkward (e.g., socially); mean; cowardly; base",不器用,,,,,,,,,,,,,,,,,,false
bukyou,clumsy; clumsy; unskillful; unable,不器用,,,,,,,,,,,,,,,,,,false
mazui,"unpleasant (taste, appearance, or situation); tasteless; unsavory taste; unappetizing; unskilful; clumsy; bungling; ugly; homely; plain; unattractive; awkward; untimely; inopportune; unfavorable; unwise",不味い,朝ごはんはまずかった。(The breakfast was unappetizing.); Konna koto o shite wa mazui to omoinagara yatte shimatta. (I did it against my better judgment.),mazui desu,mazukute,mazukunai,mazukatta,,,,,,,,,,,,,false
fuben [na],inconvenient,不便な,不便な町に住みたくない。(I do not want to live in an inconvenient town.),,,,,,,,,,,,,,,,,false
fu,un-; non-; negative prefix,不,fuhitsuyou (unnecessary; undesired),,,,,,,,,,,,,,,,,false
kabu,lower part; substructure; subordinate (office); good and faithful servant,下部,,,,,,,,,,,,,,,,,,false
kasen,underline; underscore; (_),下線,,,,,,,,,,,,,,,,,,false
shitagi, underwear,下着,下着をとて。(Take off your underwear.),,,,,,,,,,,,,,,,,false
shitamawaru,"to fall below (e.g., figures, profits, unemployment rate, etc.); to be less than; to be lower than; to fall just short of; to be just under",下回る,,,,,,,,,,,,,,,,,,false
genin,low-rank person; menial,下人,,,,,,,,,,,,,,,,,,false
kudaru,to go down; to descend; to come down,下る,noboru (to climb),,kudatte,kudaranai,,,,,,,,,,,,,,false
oriru,to get off; to disembark; to go down,下りる、降りる,いつ降りるかどう分かるの？(How will I know when to get off?); oritaku nakatta desu (did not want to get off); ima densha o irite imasu (I am getting off the train now.); obaasan wa basu kara orimasu. (Grandmother gets off (from) the bus.,orimasu,orite; orinakute,orinai; orimasen,orita; orimashita,,,orinasai; oriruna,,,oritai,orireba,,,,,,false
kudasu,"to make (a decision); to pass (judgment, etc.); to hand down (orders, etc.); to let go down; to lower; to do oneself",下す,,,,,,,,,,,,,,,,,,false
kudasaru,please,下さる,tasukete kudasaimasen ka. (Will you help me?),kudasaimasu,,kudasaimasen,,,,,,,,,,,,,,false
sageru,"to hang; to suspend, to wear (e.g., a decoration); to lower; to reduce; to bring down; to demote; to pull back",下げる,"さげてください。(Take it away, please (our leftover food).)",sagemasu,sagete,,sageta; sagemashita,,,,,,,,,,,,,false
uwagi,jacket,上着,,,,,,,,,,,,,,,,,,false
jouen suru,"to play (e.g., an arts performance)",上演する,今晩何を上演していますか？ (What is playing tonight?),,,,,,,,,,,,,,,,,false
joushou,rising; ascending; climbing,上昇,,,,,,,,,,,,,,,,,,false
jouzu [na],good; skilled at,上手な,kare ha eigo ga jouzu desu ne.,,,,,,,,,,,,,,,,,false
jouhin [na],elegant,上品な,,,,,,,,,,,,,,,,,,false
joui,superior (in rank); top; ranking; higher order; host computer (of connected device),上位,,,,,,,,,,,,,,,,,,false
joukyou,proceeding to the capital,上京,,,,,,,,,,,,,,,,,,false
jougekankei,hierarchical relationship,上下関係,,,,,,,,,,,,,,,,,,false
noboru,to go up; to rise; to climb; ~ [ni] noboru,上る、登る,antonym: 下りる (oriru); 山にのぼる (hike a mountain); kaidan wo noboru,noborimasu,nobotte,noboranai; noborimasen,nobotta; noborimashita,,,,,,,noboreba,,,,,,false
noboritsumeru,to go to the top; to climb to the top; to ascend to the top; th reach the summit,上り詰める,,,,,,,,,,,,,,,,,,false
nobosu,to raise; to record; to bring up (a matter); to send someone out,上す,,noboshimasu,noboshite,nobosanai,,,,,,,,,,,,,,false
ageru,to give (to somebody); to give; (person に ageru = to give to person); to raise; to lift; (attached to a verb) finish; turn up (volume),上げる (trans.)；挙げる；揚げる,opposite (下げる (sageru)),agemasu,agete; agenakute,agenai; agemasen,ageta; agemashita,agenakatta; agemasen deshita,agerareru; agereru,agero; ageru na,ageyou; agemashou,,agetai; agetaku nai,agereba; agetara; agemashitara; agenakereba; agenakattara; agemasen deshitara,agerareru,agesaseru,agesaserareru,oage ni naru; agerareru,,false
agaru,"to go up (intrans.); to rise (e.g., price); to increase; to advance; to enter (e.g., a house); stop (rain or snow); to finish; to get nervous",上がる (intrans.),ant.: sagaru (to go down); 雨が上がった (the rain stopped),agarimasu,agatte; agaranakute,agaranai; agarimasen,agatta; agarimashita,agaranakatta; agarimasen deshita,agareru,agare; agaru na,agarou; agarimashou,1 (u-dropping verbs),,agareba; agattara; agarimashitara; agaranakereba; agaranakattara; agarimasen deshitara,agarareru,agaraseru,agaraserareru; agarasareru,oagari ni naru; agarareru,,false
agarikomu,to enter; to step into,上がり込む,,,agarikonde,,,,,,,,,,,,,,,false
ue; jou; kami,on; above; superior quality; upper reaches (of river),上,,,,,,,,,,,,,,,,,,false
sankakukei,triangle,三角形,,,,,,,,,,,,,,,,,,false
sanshin,three strikes (baseball); strikeout,三振,,,,,,,,,,,,,,,,,,false
joubu [na],strong; solid; durable; robust; healthy,丈夫,joubu sou (looks solid),,,,,,,,,,,,,,,,,false
banzai!,"hooray (a celebratory cheer); Hip, hip, hooray! (Wishing good farewell to a newly married couple or leaving group.)",万歳,,,,,,,,,,,,,,,,,,false
manbiki,shoplifting,万引き,,,,,,,,,,,,,,,,,,false
manitsu,"by some chance, by some possibility, 10,000 to 1 odds",万一,,,,,,,,,,,,,,,,,,false
mangaichi,"if by any chance; in the worst case (lit.: 10,000 to 1)",万が一,,,,,,,,,,,,,,,,,,false
teinei [na],politene; courteous; civil manners; care; conscientious; kind; careful; thorough,丁寧な,"teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)teineina aisatsu (polite greetings)
Tanaka sensei wa itsumo teinei ni oshietekureru. (Mr.Tanaka always teaches thoroughly.)",,,,,,,,,,,,,,,,,false
ichimen,"one face; one surface; the whole surface; one aspect; one side; front page (e.g., newspaper)",一面,あたり一面に (all around),,,,,,,,,,,,,,,,,false
ichiren,series; chain; sequence,一連,,,,,,,,,,,,,,,,,,false
ichirinsha,unicycle,一輪車,,,,,,,,,,,,,,,,,,false
issoku,one pair of shoes; a pair; per pair,一足,,,,,,,,,,,,,,,,,,false
ippatsu,try; attempt; shot; charge; explosion,一発,,,,,,,,,,,,,,,,,,false
isshoukenmei,with all one's might;,一生懸命,,,,,,,,,,,,,,,,,,false
ichidan,more; much more; still more,一段,,,,,,,,,,,,,,,,,,false
ippo,one step,一歩,,,,,,,,,,,,,,,,,,false
hitotsuki,one month,一月,,,,,,,,,,,,,,,,,,false
ichizoku,family; relatives; dependents; household,一族,,,,,,,,,,,,,,,,,,false
ippou tsuukou,one way (direction),一方通行,,,,,,,,,,,,,,,,,,false
ippoutsuukou,one-way (traffic),一方通行,,,,,,,,,,,,,,,,,,false
issei [ni],simultaneous; all at once,一斉,,,,,,,,,,,,,,,,,,false
ikkodate,detached house; single family home,一戸建て,,,,,,,,,,,,,,,,,,false
ichiou ,just in case; more or less; pretty much; roughly; for the time being; once; tentatively; in outline,一応；一往,Ichiou kore de maniaimasu. (I think this will probably do for the time being.),,,,,,,,,,,,,,,,,false
ichido mo ~nai,never,一度も～ない,,,,,,,,,,,,,,,,,,false
ittsui,a pair,一対,,,,,,,,,,,,,,,,,,false
ichiin,person; member,一員,,,,,,,,,,,,,,,,,,false
ippin ryouri,a la carte,一品料理,,,,,,,,,,,,,,,,,,false
ichi oku,"one hundred million (100,000,000, 100 million)",一億,,,,,,,,,,,,,,,,,,false
ittai,"the heck (e.g., What the heck?); in the world (e.g., Why in the world?); on earth (e.g., Who on earth?)",一体,,,,,,,,,,,,,,,,,,false
hitoshigoto,task,一仕事,,,,,,,,,,,,,,,,,,false
isseiichidai,once in a lifetime,一世一代,,,,,,,,,,,,,,,,,,false
wo,"a direct object particle often used with ""walk,"" ""run,"" ""go through,"" etc., when speaking of continuous motion and a finite place or distance.; along ~",を,,,,,,,,,,Grammar,,,,,,,,false
wareware,we,われわれ,,,,,,,,,,,,,,,,,,false
washi,"I, me (used by elderly males)",わし,,,,,,,,,,,,,,,,,,false
wazawaza; waza waza,expressly; specially; doing something especially rather than incidentally,わざわざ,わざわざ… (don't bother doing it especially (for me)),,,,,,,,,,,,,,,,,false
waza to ,on purpose; unnatural; affected; forced,わざと,,,,,,,,,,,,,,,,,,false
wakuwaku suru,to tremble; to get nervous; to get excited; to get thrilled,わくわくする,,,,,,,,,,,,,,,,,,false
waiwai,noisily; clumsily,ワイワイ,,,,,,,,,,,,,,,,,,false
waiyaa,wire,ワイヤー,,,,,,,,,,,,,,,,,,false
waifu,wife,ワイフ,,,,,,,,,,,,,,,,,,false
waakushiito,worksheet,ワークシート,,,,,,,,,,,,,,,,,,false
waa,exclamation of joy,わあ,,,,,,,,,,,,,,,,,,false
robotto,robot,ロボット,,,,,,,,,,,,,,,,,,false
rokku,rock music,ロック,,,,,,,,,,,,,,,,,,false
rokketo,rocket,ロケット,,,,,,,,,,,,,,,,,,false
roguin suru,to log in (to a computer),ログインする,,,,,,,,,,,,,,,,,,false
roomaji; romaji,western script,ローマ字,,,,,,,,,,,,,,,,,,false
roopuuei,ropeway; cable car,ロープウエイ,,,,,,,,,,,,,,,,,,false
roopu,rope,ロープ,,,,,,,,,,,,,,,,,,false
roosuto suru,"to roast (e.g., beef)",ローストする,ローストした (roasted),,,,,,,,,,,,,,,,,false
rousoku,candle,ろうそく,,,,,,,,,,,,,,,,,,false
reya,rare (meat),レヤ,肉はレヤにして下さい。(Please make the meat rare.),,,,,,,,,,,,,,,,,false
repooto,report; term paper,レポート,,,,,,,,,,,,,,,,,,false
rebaa,lever,レバー,,,,,,,,,,,,,,,,,,false
reji,cash register; store register,レジ,レジ袋 (reji bukuro - register bags),,,,,,,,,,,,,,,,,false
rekoodo kii,"record key (e.g., SQL)",レコードキー,,,,,,,,,,,,,,,,,,false
reinkooto,raincoat,レインコート,,,,,,,,,,,,,,,,,,false
ruuru,"rules (e.g., sports)",ルール,,,,,,,,,,,,,,,,,,false
rireeshonarudeetabeesu,relational database; RDBMS,リレーショナルデータベース,,,,,,,,,,,,,,,,,,false
rimujin,limousine,リムジン,,,,,,,,,,,,,,,,,,false
ribingu,living room,リビング,,,,,,,,,,,,,,,,,,false
riha,rehearsal (performance),リハ,,,,,,,,,,,,,,,,,,false
risetto,reset,リセット,,,,,,,,,,,,,,,,,,false
rizumu,rhythm,リズム,,,,,,,,,,,,,,,,,,false
ranpu,lamp; light; ramp,ランプ,,,,,,,,,,,,,,,,,,false
rasshu,rush hour,ラッシュ,,,,,,,,,,,,,,,,,,false
rajio,radio,ラジオ,,,,,,,,,,,,,,,,,,false
ragubii,rugby,ラグビー,,,,,,,,,,,,,,,,,,false
yoroshiku otsutae kudasai,Please give my regards (to ~) (～に),よろしくお伝えください,,,,,,,,,,,,,,,,,,false
yoroshikattara,if it is okay (polite),よろしかったら,,,,,,,,,,,,,,,,,,false
yoru,depends on; to depend on,よる,sore wa baai ni yorimasu. (That depends (on the ocassion).),,,,,,,,,,,,,,,,,false
yorimo; yori mo,in comparison to; rather than,よりも,今よりも…,,,,,,,,,,,,,,,,,false
yotayota,unsteadily; waddling; staggeringly,よたよた,,,,,,,,,,,,,,,,,,false
yoku ,often ,よく,,,,,,,,,,,,,,,,,,false
yooguruto,yogurt,ヨーグルト,,,,,,,,,,,,,,,,,,false
youyaku,finally; at last; barely; narrowly; hardly; only just; gradually; little by little; degrees,ようやく,,,,,,,,,,,,,,,,,,false
