word,id,mark,definition,pronunciation,example
vindictive,b83712e8-9669-4e3d-b87c-64f05bd0a735,false,revengeful; disposed to seek revenge; spiteful; unforgiving; revengeful,vin DIK tiv,
vintage; vintages,4f1b4af3-c417-468b-b028-b7dbc8483597,false,,,
virtue; virtues; virtuous; virtuosity,ba68409d-89a0-4c79-9cd2-a85e252677b9,false,,virtue/shortcomings,
virulent; virulence,899a6ebd-8762-43e6-8ca5-09312f29c181,false,extremely poisonous; malignant; full of hate,VIR uh lunt,virulent reaction
visceral,523c3b8a-321c-490e-af10-00294444a33b,false,An immediate and strong gut reaction; a quickly formed opinion based mainly on instinct and usually negative in nature.,VIS er ul; visceral tactile feel,
viscous; viscosity,a1ca02fe-87cf-46cf-893c-298d375ee559,false,having a ropy or glutinous consistency and the quality of sticking and adhering,,
visionary,c5bca887-4581-4b15-b81c-d6c8bad48fc6,false,a dreamer; someone with impractical goals or ideas about the future,,
vitiate,6650af80-b2e6-41ea-b0c1-e3d43e7260b2,false,to make impure; to pollute,,
vitriol; vitriolic,185ae385-64aa-4ef3-bfaa-63f352047e1d,false,"having a sharp, biting quality; bitterly sarcastic; an attitude of bitterness, hatred, or mean-spiritednese; caustic",vih tree AWL,
vivid; vividly,fee9a9f3-801d-4a20-babe-e944291d44ac,false,,,
vociferous; vociferously,694791c6-f558-496c-9d2d-0833b3717cca,false,loud; noisy,voh SIF ur us,
vogue,5b6565ee-0ce1-410b-b45c-a9e8ac99a962,false,fashion; style,vohg,
void,d3014017-b06a-412b-bacd-02b0029f0416,false,"containing nothing, total emptiness; nullify, revoke, invalidate",,
volatile,220b42b8-f21b-44f0-88df-c3055537d2b8,false,quick to evaporate; highly unstable; explosive,VAHL uh tul,
volition,ab90e1d4-7130-454f-ad1b-5be6867fbf2c,false,act of choosing; using one's own will in a conscious choice,voh LISH un,of his own volition
voluminous,efef8bf0-4a6c-451c-8dba-3cbbc20b1011,false, very large; extensive; spacious,vuh LOO muh nus,
voluntary,e83e4975-70e6-45c1-b07e-8a1089c61b76,false,subject to unrestricted choice,,
voracious,57dd06d2-f345-4af1-9a0e-e98b0a771c02,false,,,
vortex,c452e763-d59b-4007-a158-d9077cd6193c,false,an activity or situation regarded as irresistibly engulfing,,
vouch,27e93690-a61b-4086-a4a5-ec00dca76667,false,,vouched for by,
vulgar; vulgarize,b010b68c-ff5b-4959-bb1c-f62c0bb42182,false,"deficient in taste, delicacy, or refinement; to make vulgar or coarse; lower; debase",,
vulnerable [to],617fb2e9-1d3b-4624-8a35-9f72cd39384c,false,,,
wadding,88082194-eff9-4275-a3a8-a02478d6bc55,false,,,
wallow,2670aa46-8ffc-4b99-967c-af79a6b39b71,false,,,
wane,24d306ce-0172-4d9a-ad68-2884934bc2c9,false,"to decrease in strength, intensity; to gradually decrease, to fade awway, to become diminished",wayn,a waning interest by …
wanton,cf1471c6-69e6-40c0-86fb-ab6bde3bb983,false,malicious; unjustifiable; unprovoked; egregious,,
warrant,6926b0d1-8681-482e-8adf-0d7c7ef5c93b,false,justify; to declare or maintain with little or no fear of being contradicted; be certain; be sure that,,
wary; warily,381aa9d7-a364-4550-b4ca-814d759d6478,false,cautious; watchful; careful,WAR ee,
wave [of],9adb29d2-e32f-4919-b992-69b091588b49,false,,,
waver; wavered; wavering,ed3954a1-7ab9-4905-9865-3434e60095c5,false,,,
well-regarded,de6c2866-adbb-4dc4-879c-a810e7d942bc,false,,,
welter,fec0e170-7e3d-4d2e-9d40-27cbb31240de,false,a confused mass; a commotion or turmoil,,
whereby,81f9c3d5-a13c-4804-acb6-5819aa7545db,false,by which; by what,,
whoop,a2722b00-f692-4a12-95b7-ccc29e255fde,false,a loud cry of exultation or excitement; a hooting cry; to utter a loud shout or cry,,
widen; widened; widening,146e52ac-76da-4951-988b-fce890391948,false,,,
wield,2493d15c-6cdc-4af3-b4b3-8f3130254426,false,"to exercise (power, authority, influence, etc), as in ruling or dominating",WEELD,
wilful,802956fc-07a0-4821-8c93-322fb3aa3e47,false,,,
willful,3db0203c-11eb-4934-92dc-5998beffa117,false,deliberate; obstinate; insistent on having one's way,,
wince; winced,7e64164f-1368-47ba-9415-6d2ef62c8d51,false,,,
winnow,19c49c06-beca-4a1d-b6e1-5e61114c71e4,false,remove (people or things) from a group until only the best ones are left,winnowed out,
wistful,830af000-71f9-446d-8e13-c57e21e1dee5,false,yearning; sadly longing,,
wit; wittiness,17445f90-2f09-4a9b-b491-5b70b63bac3d,false,,,
withdraw; withdrawn,25c0ac95-54fa-4665-b982-210865a1270e,false,,withdrawn [from],
wither,23817330-bf92-438e-988a-4bd21d92f6f0,false,to become dry; shriveled; shrunken; dried-up,WITH ur,a few withered apples; public interest withered
withstand; withstanding,0b918209-4c37-4ee9-978b-8f54d4980aad,false,,not withstanding,
wittingly; unwittingly; unwitting,a623ad85-b587-4a3d-89d6-360d7cdbf20e,false,,,
woo; wooed [by],382d5c12-4513-4dfa-a606-805d2ddeedf2,false,,,
wrest,89f27c8a-49ba-4fb8-84b0-122d06b18002,false,to extract by force; to pull away,rest,wrested the keys away from him; wrested the stick away from the boy's hand
wrestle; wrestling,2628bbd4-4f08-4944-9909-cd04486874e7,false,,,
wring,b1033709-e9fa-4b71-a909-6a94988ea845,false,,,
yardstick,00471838-d17b-4a49-a820-47341d1b6c49,false,measuring instrument,,
yearn [for]; yearning,acb8165a-71df-4161-8978-2d4920b63998,false,,,
yield,c25ae977-f358-4912-8e05-41e9ee265015,false,"to cause, or to relinquish",,
guilty [of],766b4f94-673e-4dcd-b026-2070ff92e6d5,false,,,
zeal; zealous,f5da579e-a2e8-4135-b377-01d457760361,false,fervent or enthusiastic devotion,overzealous,
zenith,9b6c042a-9f37-4140-9195-f36c3e41e9b3,false,a highest point or state; peak; pinnacle; culmination,"ZEE nith
The sun reaches its zenith at noon.ZEE nith
The sun reaches its zenith at noon.ZEE nith
The sun reaches its zenith at noon.ZEE nith
The sun reaches its zenith at noon.ZEE nith
The sun reaches its zenith at noon.ZEE nith
The sun reaches its zenith at noon.ZEE nith
The sun reaches its zenith at noon.ZEE nith
The sun reaches its zenith at noon.ZEE nith
The sun reaches its zenith at noon.ZEE nith
The sun reaches its zenith at noon.ZEE nith
The sun reaches its zenith at noon.ZEE nith
The sun reaches its zenith at noon.ZEE nith
The sun reaches its zenith at noon.ZEE nith
The sun reaches its zenith at noon.ZEE nith
The sun reaches its zenith at noon.ZEE nith
The sun reaches its zenith at noon.ZEE nith
The sun reaches its zenith at noon.ZEE nith
The sun reaches its zenith at noon.",
outline,23810da8-e6f4-40bb-abdf-b513d379eaf3,false,,,
reverb; reverberate; reverberation,5ce93cec-4a6e-477f-be0f-05e413902350,false,,,
profile,68b78189-6b99-4d38-a377-3c141118c3e5,false,,,
mastery [in],31558b13-f856-4d5b-88d9-6ce84e358879,false,,,
achieve; achievement,5223e281-2a1b-4540-895d-78e79b16a0aa,false,,,
serve [as]; served,b40d170b-ed95-4a3e-b0f9-56c7a9580e40,false,,,
expound [on],663c44c3-e5f6-4190-b4a8-108d2b347705,false,,expound effusively on,
forgo,021bee3d-ccdb-44b7-af06-234f51bc3ae2,false,,,
far-reaching,33343e97-6263-431a-a03f-1439354d0f89,false,,far-reaching ramifications,
crack; cracked; cracking,370fb5d3-cbdc-4f36-a03a-5700d1e32e34,false,,,
miss; misses; missed,5bbda469-19e3-4b18-bde8-a894570ae552,false,,misses the point,
prior,8c056a95-aa6f-4c6f-bdaf-63f07f3e8e1e,false,,prior learning; subsequent/posterior,
formulate; formulation,fd19fab8-64cc-4c2b-bd08-1fbf51111634,false,,,
cooperate; cooperative; cooperatively,fb91950d-8e15-4b8a-ae4d-6fab25c7a66d,false,,cooperative/adversarial,
advisable,187bce11-af9f-4cb9-a50c-c10387959de6,false,,,
dissemination,7e28573d-59c5-4083-9570-92ab533a4fd1,false,,,
linchpin [of],ac842d45-48c4-4383-abd6-cc5b4eb89844,false,,,
overly,b61fbe3a-f30c-447c-8f46-2adba77e60f2,false,,overly solicitous,
self-reinforce; self-reinforcing; self-reinforcement,f5bf393c-8a4f-4a51-b9f1-b697ad9aa337,false,,self-reinforcing (trend) (accelerates upon reinforcement),
border; borders [on],0d027018-9dbc-4b4d-b7a4-6af98fb8ac68,false,,it borders on complaint,
ambitious; ambition,2fc43e12-73b8-46bd-b1db-0d1ac1411650,false,,blind ambition,
complex; complexity [of],832a147b-c90b-458a-b914-2ef2425d57be,false,,,
tend [to]; tends; tending; tendency,19c14574-a9b1-4861-b980-d15aee670225,false,,,
suspicious; suspicion,01c2dd4a-97f7-45a8-92a3-9873902ca521,false,,,
repel; repelled [by],a67ee048-cc99-4b0b-a16f-7e5759868985,false,,,
splinter; splintered; splintering,844aeccb-a12a-4aca-ac86-1a6143b8edaa,false,,,
selective; selectively,492fa955-2042-49d6-9dd9-037a422f6c16,false,,,
slight; slightly; slighted,b8d48d71-ad02-4d49-b99b-192d8c06b274,false,,,
subsumed [into],49dbe8b4-79b5-4d47-962f-f61a2101bbcd,false,,,
incompatible; incompatibility,0cf15926-041c-468c-9d94-b9682d1be129,false,,,
"string (v.), strung [together]",ddd2f5bd-1856-4be5-8820-4f809204593f,false,,strung together,
emergent,706906a1-5ccd-48dc-822d-414ec1b715a5,false,,,
marker,346914a0-58b1-4b7e-8dbd-cfdf7e532634,false,,,
occasional; occasionally,e5bcb8b3-be7b-41a2-bd13-29ec1eb7bbf4,false,,,
allot; allotment,9d0b771e-b66e-4827-9675-b4d55af20e0a,false,allocation; assignment; issuance; grant; designation,,
intimation,984c3359-ab4a-43ee-ba4e-b775a7ae8edc,false,,,
overkill,e0089bb7-3b6d-4768-94bb-0f9562b8b84f,false,,,
gumption,8500a4d6-5ef3-4514-ab5e-6fc885d0337d,false,,,
affiliate; affiliated; unaffiliated,6ef9d370-12c5-41c0-92cd-6ddd169491f5,false,(of a subsidiary group or a person) officially attached or connected to an organization,,
rest [on],4f72cf98-f4a9-4023-897a-ec014763163f,false,based [on],,
immeasurable; immeasurably,644254e6-38f1-49b0-bcc9-72bc69d92b5c,false,,,
real-time,50737c84-0d4d-4bf5-9ebf-c947facc1e74,false,,,
grease; greased [by],dae666ff-b275-4697-9f14-9fe468f8218f,false,smoothed,,
shame; shamelessness; shameless,05baa8f7-8e41-40f0-b6b9-21ed04c55701,false,,,
repurpose; repurposed,a83d0c5d-559d-47f9-96b5-a41a7972878d,false,,,
forthcomingness,344a93d8-dc2e-43e0-ad00-7ad36dcb48eb,false,,,
gasp/gahsp,7d57ad1a-e052-4ddc-96d7-469b28fd4fed,false,"a sudden, short intake of breath, as in shock or surprise; a convulsive effort to breathe; a short, convulsive utterance",the words came out in gasps,
inductive; inductively,124aae54-75e8-44fc-9792-a18190c5c06d,false,characterized by the inference of general laws from particular instances.,"""instinct rather than inductive reasoning marked her approach to life""",
avail; unavailing,bed9f812-2fad-4759-96c7-48466eb3d592,false,,,
favor; disfavor,aea2ca78-c78a-4788-b96a-ea4bdd9d6a95,false,,,
place; placement,6c360c36-34c2-4695-8249-db2bc6eb9152,false,,,
steady,3bff7126-8f64-4503-9bc7-53430cfc2fed,false,,,
uncontroversial,688e8d78-52e7-4e27-bceb-722ea558917c,false,,,
canister,c3780fc9-e3d5-40cf-a818-7b174779ed14,false,,,
rivet; rivets; riveted,392c1f46-fe2f-4942-95a0-ff903c9a16f4,false,,,
self-absorbed,5205f696-9dfa-46ec-8cf9-88ebc4b8d822,false,,,
restive,c788ed5d-f2d5-44f6-9d31-cf4e52cc4223,false,,,
amiss,8f7b22d7-88a7-455e-a18c-52f0c01e3a5d,false,,,
coach; coached,8320445d-a2f5-4a9b-88b7-41ae7ff2cd33,false,,he was coached to say the right answers,
secondhand,72f023b5-017a-4652-99f0-8a00a825390b,false,,,
delirious; delirium,b2e01e9e-33ca-45d2-85b5-366693f05477,false,,,
glum; glumly,aacf9068-1467-4470-b3d2-a2b2ab1260c8,false,,,
stiff,a32e5654-f777-4008-9b77-350b40476c23,false,,,
sympathy; sympathetic,c81fbdc7-87d2-46a5-8ec9-8b77ff1e5b49,false,,,
sarcastic; sarcasm,d02747fe-556d-44f9-b597-ac618673a319,false,,,
roleplay,bd6e0422-9949-46a2-8195-162cbf712ebe,false,,,
simplify; oversimplification,54ea7b57-7ca9-494f-8e2b-b549be172acc,false,,,
heartwrenching,5d51bd3b-401e-4d62-8a32-09b4c47dd429,false,,,
enrapture,d4518741-2458-4020-8ba0-0d579deb346e,false,,enraptured [by],
overblow; overblown,3912db96-2da5-4d9d-a636-d05b4c36fb6b,false,,,
uproar,e676d708-9c64-4df2-9ab8-df7578f1c0a4,false,,capitalize on the uproar,
implant; implanted,a940bd51-7b84-4e80-b5eb-3424e6dc78ec,false,,,
fell; felled [by],ad2091b0-9949-4313-ae49-1070cd54b98f,false,,,
self-proclaim; self-proclaimed,ccbac66a-4bd9-4029-bcea-ba8bc81fef05,false,,,
now-,9227f23a-6f7f-44f3-974a-e4284d510ac8,true,,now-laughable,
evidence; evidenced [by],4707fe46-a047-443b-a224-eb3ec809b949,false,,as evidenced [by],
froth,eb091c99-6ba4-4641-9563-994b502a8e08,false,,frothing at the mouth,
hyperventilate; hyperventilating,44c56099-5041-409b-a950-6495fb498242,false,,,
placard,f2a16c6f-f191-4081-9162-28a56d860eb1,false,,"brandishing trademarked ""Resist"" placards",
circa,3a4c3b28-1043-4168-a836-4126210c17db,false,"at, in, or of approximately; at an estimated historical time period",SUR ka,"occurred circa 3000 BC; Circa is another word for ""about"" or ""more or less"", ""and always refers to a passage of time."
untoward,aab5da2b-048d-432c-8e8d-4ff205fdd192,false,,,
shrimp,01bd81fe-1056-4bfb-bf4b-b4c4ed68ca85,false,,prawn,
duty; dutiful,26fa61b4-adf3-4fac-8078-5b6764e7df80,false,,,
high-minded,d698958a-6919-475f-91a7-04d1da23ab6b,false,,,
loaded,1f654c48-f60a-45e8-a565-3231ce4f1029,false,,it's a loaded concept,
impound; impounded,03c7149f-8ead-4281-a1d8-3c091cead4c0,false,,,
grueling,6746b549-cc7d-4809-919b-472a780425f3,false,,grueling studies,
according [to],0741e141-31ce-430a-a2f3-2b75eddfd2a9,false,,,
debut; debuted,afa2caa1-2f52-420a-ad64-534ce8e04edc,false,,,
wade; waded [into],c8faa774-370d-4f41-985f-3a0dc0c4f7b2,false,,,
ineffective,14d578e0-3256-433f-8a69-0c7e35c60cda,false,,,
vertical(s),4efacfba-11bf-470c-a45b-43b1238d6116,false,,,
granular,0aeb9b10-9bdb-4f27-ac1b-2887c5f6fb78,false,,granular nature of,
bovine,382d9157-8650-4fe9-bb7a-29815db2897d,false,,bovine agreement,
pace; paced,41b424cb-6b7f-4561-8231-8b337a7732c2,false,,,
lurk; lurked; lurking,8d889d0d-b5ca-4633-9576-39445958dc81,false,,he lurked in the shadows,
expunge,f32eaa3f-bd47-43c5-9799-c4d572da4dc8,false,to remove; to delete; to erase,iks PUNJ,expunge of
hyperactive,4b601e46-e9d4-4dd3-8ac4-e15ce8f3473a,false,,,
margin,ce618aa4-bef4-4416-9ec4-d295b9d88b90,false,,by an increasing margin; by a decreasing margin,
approachable,5a2ce25a-7fe6-4df0-8b5e-138693938362,false,,,
accommodate; accomodating,0c89ad45-b4dd-483d-ba4f-fac556b36483,false,,,
exclaim; exclamatory; exclamation,84f44589-4995-409e-ad78-c0f4d091a517,false,,,
ballast,dd635628-eff2-4d49-a7ab-aff5d8a29ca0,false,,,
plot [to]; plotting,5985a144-f64d-4887-92b7-20e16627a99d,false,,,
reverse; reversal,99aa8b48-9618-4ed8-a156-977d01ff8603,false,,,
undesirable,c25ea30a-0d68-4b8b-b4d7-120aec1f1bd1,false,,,
isolationism,3fa4b2a8-b6ed-4cd7-b6b0-1172a2a11443,false,,,
exponent [of],9ef58fb0-077f-4d78-a214-dc16784c1739,false,,,
misguide; misguided,8411ecd4-ba2b-4ca0-aeca-20e9401157e3,false,,,
screech,505eadbc-f047-4569-b70c-302a8c89f9f5,false,,screeching students,
moderate (adj.),bb628bde-4e80-4123-b018-b5ae49d73d50,false,,,
stack; stacked,85e3b4f8-ff3c-4975-ab4b-4a9f8fb5fb94,false,,,
instinctive; instinctively,bbd96016-2fa8-44cf-88b9-95949455f7df,false,,,
vacate; vacated,9b308df7-0352-494e-b77d-b571beca6a65,false,,,
falsify; falsifying,579a9466-3660-436e-8086-0b95c69bc155,false,,,
defalcation,2eab805f-2c93-4ec3-8d64-1864e555f411,false,,,
outward; outwardly,07294a6b-58eb-4fe3-a755-4c4a1fd74825,false,,,
establish; established,789a29b8-283d-4d61-b8ac-681b67a09ad4,false,,,
liberal; liberally,7efbc49d-5f69-4e1d-8e7e-e8af26061cf4,false,,,
countervail,575f6d57-81ae-4d0e-9b83-e0dddfac9f26,false,offset the effect of (something) by countering it with something of equal force,,
reallocate; reallocation,c32ed4ef-1f66-4518-9a52-4e964b6175ad,false,,,
respective; respectively,b2c1ead7-c952-4274-bffd-83dc93f1f1ae,false,of or for each separately,,
pack; unpack,65152c64-6a04-4e27-b751-cd714ca7e602,false,,,
sludge,66e506a1-2d34-4f98-abef-3423c62004db,false,,,
cover; uncover,b0ec0291-9829-4779-bf21-3cf1fc1e082e,false,,,
hypnosis,0c6f1654-5461-4604-884f-7a75241d7139,false,,,
self-assured,d39f4073-6487-41b1-8dd5-3e37963d1752,false,,,
perfundity [of],f452a2f5-a2eb-4623-a9ac-15754f1bf8ea,false,,,
accolite,fcddb0f7-42a3-4587-af17-0eac90b47243,false,,,
imaginative; unimaginative,7ea6fbd0-438d-4ba6-9634-e4a6259fe702,false,,,
disorientate,0fbdda8c-3caf-4bc3-b5fa-26920fb4232b,false,,,
objectively,6c0ad59b-f717-4d1b-8c47-517c7f376e7e,false,,,
compartmentalize,57cdec4a-0ab0-4f3d-aee6-a2f6ffcb5ca5,false,,,
impassionate,791227f7-1892-452b-855f-6a6c3b47d22b,false,,impassionate debate,
outmoded,7fb3ba1b-9676-485e-a1c4-bca471631c87,false,,,
agnostic; agnosticism,1b9ab21c-15cb-4286-b33a-e55bb1839613,false,,,
segue [into],2126e3b3-82ae-4ebf-a559-9ae904dc00eb,false,,,
regulate; regulated,24e52772-5ade-4f5e-8756-9775a9b78ca5,false,,,
precognition,e042bd2a-56ea-4c78-aaeb-386bbd3c06d1,false,viewing events before they happen,,
outgrowth [of],692c4bc8-9e83-48fa-9649-11a25190fbe4,false,,,
unclear,96c22756-7a59-4d51-95b8-49b594425f1c,false,,,
nonverbal,8d6b2345-4c46-4eae-8c95-1046db229f2f,false,,,
underuse; underused,fa3ebca5-5ab1-4eaf-b0c8-6a9ca838c321,false,,,
overuse; overused,b775b7e6-496b-43a1-bb38-8f6a0e0ad461,false,,,
pinpoint,4e507c7d-c4f0-4768-9af8-7f0d9d9b9576,false,,,
unseen,dffc291c-3c5a-41bb-9a55-d14237cfd1ba,false,,,
space; spatial,bd9e102b-2d23-4621-ad5d-44ee723c3d55,false,,,
entertain,bc6e8d9b-c685-455b-96c3-0e0397d1e57e,false,,entertain the possibility,
overstate; overstated,b9896506-afe6-4f11-8613-a590cfd17221,false,,,
attain; attainable [by]; unattainable,bb10f4b8-fc01-4504-b79c-354ffdda6c01,false,,,
object [of],edb7100d-b33d-462e-863a-86f355603b3b,false,,,
insofar [as],bb069d87-f3b1-4cee-851c-0b26d5324a09,false,,,
undergird; undergirding,9d975603-3157-4b11-b520-a0975112a572,false,,,
pose; posed [by/as],53fef637-746a-4886-8a14-893ab4a23cfb,false,,presented/posed by,
maintain [that],cbbd806a-75da-4615-adf5-d23f7544014b,false,,He maintains that he is innocent.,
retrieve; irretrievably,c3b8bc20-4119-4d50-b9e9-1d0858b4f487,false,,irretrievely removed,
cautionary,e7e57cc4-9894-49e8-8499-db27d082ca75,false,,cautionary note,
action; inaction,e8ffa214-2097-439e-9f21-8cfcb0600e66,false,,,
untouched [by],6b6df2b0-84e9-49f5-8ffc-8fe1fba485a0,false,,,
familiarize [with],4fb2b958-b944-4850-8a12-b250acd83e61,false,,,
admittedly,64ae188d-a4b7-4897-8999-bfa78b81557f,false,,,
harness,73598562-5320-4a6f-addd-99462aed4c57,false,,,
ratify; ratified [by],33d9978d-255d-499e-a908-03a1b6640cab,false,,,
nonliving,42c9d3ab-ade1-40b0-9e7f-12dbda112e0e,false,,,
distrust,9cb2a624-d7eb-4843-bdbc-c993228cd4e5,false,,,
misstate,837226de-8bbc-4d95-bf02-e81de867930c,false,,,
withhold; withheld,a22e9fb1-999e-486f-bd60-ffc9fa24a040,false,,,
fulcrum,aab80ebe-4221-4333-a8fb-255ab6cad0fd,false,,,
conclusive; inconclusive,270d284a-e8d7-481e-b1cf-42e8740de118,false,,,
laughable,6e266f8a-bcbf-4f32-a7a6-f349041f3a16,false,,,
fuse; fusion [of],3ce16816-75f8-4f13-af39-66169f2acf04,false,,,
observant,9047121a-a83d-4339-a153-7ac392cc1ad1,false,,,
shyly,f1bd0216-3b1a-4ce7-8ffc-18c69ec82dac,false,,,
bride; bridgroom,a4c4b2e0-272b-4254-bf52-3740786d9fee,false,,,
self-awareness,9af79f48-7d4c-4157-9dfe-4a44ebbf2788,false,,,
cloud,e9470f89-80c8-472d-9dab-b181908f37b7,false,,cloud it with insults,
unceremoniously,44a7f74b-74a8-4d17-a63a-10fba484a95b,false,,,
dishonor; dishonorable,8e8465eb-ed2c-4926-a1fe-e390807e245e,false,,,
unnerve; unnerved [by]; unnerving,5e444b64-78a3-4fac-94ab-7f9ddab8d090,false,,so unnerved that,
pander; pandering,553a5522-6b01-484b-a1d3-456162632a82,false,,,
unwind,85ba36bb-2248-4147-bba6-80336f2b9469,false,,,
converse [with],0febd462-b995-446a-93c1-5bd049871b98,false,,,
retrograde,f7e60fe2-c08c-4a2c-a806-ec31d6efd6f0,false,,retrograde attitude,
dicey,0a3c3256-d6ca-446b-baf8-f09b7bb686a1,false,,dicey history,
pseudo,24184278-2619-463c-a9b1-2d12dda3435b,false,,pseudo~,
similarly,43d75b9e-e7d5-4e61-9c02-749dc83f42ea,false,,,
inaccurately,15be739b-92a9-49b7-b3d1-5157b8b6e655,false,,,
reason,6a78da7d-5ae9-467a-b71c-cfb169d5736c,false,,carefully reasoned responses,
dastardly,f26f3bed-9e8c-419c-bf37-cdb8c54e0018,false,,,
unsuspecting,88759906-d5f7-49fb-b8fc-1da217d5bfe7,false,,unsuspecting soul,
host; hosted,73b9f46d-e2c2-43d7-bf98-1a757f6c2dad,false,,communities in which they are hosted,
querilously,097619a2-fdbf-4650-baa9-1abdfe00aeb9,false,,,
nauseate; nauseating,d0434f56-80c0-405b-8023-973994314412,false,affect with nausea; fill (someone) with disgust,,
customary,8e53b8c7-0cbd-4c36-a398-405b918235d6,false,usual,,
expose,de1a948c-f8f5-4364-8f53-ff031768ef71,false,lay open; uncover; leave unprotected; show openly,,
vessel,23888e00-0a2c-4aee-94ff-677fdb0bd38e,false,"a ship; a hollow container; tube containing body fluid (""blood vessel"")",,
hazy,bc676b77-fcd8-4164-864c-bd525c808f6b,false,misty; smoky; unclear,hazy about the details,
gloomy,3fcde393-b927-45ad-8ae9-0058f0f921c5,false,dark; dim; in low spirits,glue m' ee,
unforeseen,30889d7d-44a7-4a08-8116-e88a2335eccf,false,not known beforehand; unexpected,un four seen'; unforeseen problems,
daze; dazed,2432fd12-f747-4446-9bec-5cfaa6c7462a,false,,,
clerk,d6db1716-f0e0-4128-a30c-31eab6d297ef,false,,mail clerk; store clerk,
swindle; swindler,fb451751-f81a-4d0c-8b2c-adb65f61779c,false,,,
guard; guarded,d97c1def-7702-4e03-9b3e-07c74e791bc3,false,,,
sag; sagging,1d39eefb-9dbd-4680-ad6c-0034df4671d4,false,,,
tow,dae155a2-5cf4-460a-83e8-337b69b8be5b,false,,tow the line (support the cause),
indecisive; indecisively,0f11f396-993e-4753-a26f-08e4fedf59a9,false,,,
self-confessed,0f40b9f6-4547-4f59-b523-2635624b29a1,false,,,
fright,1e37d595-e63a-42c5-a8c0-4469bfd209eb,false,,initial fright,
retrace,5c18077f-0a27-4ac0-a1c1-ff380175c19e,false,,,retrace your steps
parenthesis; parenthetical,9d4da10f-b2dc-4608-84cb-aeba8fcaeab2,false,,parenthetical comment,
continue; continuous; continuity; continuation,0c02f1c4-b7b6-42c2-a6ff-1d226d5a37a3,false,,,
glance [at],2e14ca3b-aaf2-4e4a-9ae9-ef8c8657a8e1,false,to look quickly at; a quick look,,
notch,b526026c-4e50-46c2-b646-d50b3d7b7d22,false,,,
overemphasize,cf0b5b12-89e2-4f54-8ea0-8a2e22c0ac4f,false,,,
hey-day; heyday,a80e985f-1fda-47d8-9702-8e267b6a4041,false,,,
deem; deemed [as/to be],ac07e3ac-f2b6-4cc8-82cc-1481baaede0b,false,,,
congruent [with],e752bebd-992b-406e-a5c1-2cfbf7320ebc,false,,,
patsy; patsies,5280396d-3647-4edf-9c46-8e92452e92d7,false,,,
oblige,b7373bd0-f365-40f8-9d4e-25ee282b73e3,false,,,obliged to lie back
toil,fb78893c-4669-4837-9c62-0a59416550af,false,hard work; to work hard; move with difficulty,"The feeble old man toiled up the hill.; Despite all his toil, Fred never succeeded in reaching his goal.",
sedative,da1736e5-afaa-451c-9d00-03c0236d0f47,false,,,
overlook; overlooked,023e1ab7-47dc-445d-aaa6-b9eb3a8682d3,false,,,
valid; validity,eb25c249-e37d-4d4e-8fdc-0325a6c3ece2,false,,,
lieu,dd657f61-460c-4d23-853c-1970f7fbc2d7,false,instead of; in place of; as a replacement,loo,in lieu of
issue; issuance [of],eae2c7ad-37ba-4451-b472-638073733674,false,,,
abnormal; abnormality,66e780ee-329e-46d3-b380-b25887f8f98d,false,,,
baseline,aa1a332a-08f9-4c10-ab17-2e09248c2d60,false,,,
telepathy,9f08d8c1-2269-4326-bc74-04877d92fe79,false,mind to mind communication,,
clairvoyance,bf67495f-aaac-4ef9-a7c4-2d3eaf0fdb79,false,"ability to see objects or events that cannot be perceived by the five senses (sight, sound, taste, touch, smell)",,
involuntary,28e98ac2-c9ef-4f21-8ad0-996b79069993,false,,,
unsympathetic,4e9d412d-b198-4f83-98c6-a6a4831437b7,false,,,
atypical [of],eb128740-c005-445c-8cd6-713d7c506fdf,false,not typical; abnormal,ay TIP ih kull,
mistaken; mistakenly,8bd8e23a-0076-4eee-8bfb-ec0aec5c4d30,false,,,
hasty,8d972811-9814-48d6-a7c0-2ac2b6ec5256,false,quick; hurried; not well thought out,hasty glance; hasty decision; hasty visit,
scorch,6f8e50b4-aa11-47cf-8476-9cc7f98cd1aa,false,burn slightly; dry up; criticize sharply,,
exaggerate,28503ef1-f0db-4c7a-a445-a0aa00bde7bc,false,to make something greater than it is; to overstate,,
reckless; recklessly,a6ffacb5-1ff0-4ce1-9173-439bed77e334,false,careless; heedless; wild,,
rave,39dd08fe-d597-41a2-a5bd-f895e28e56ab,false,talk wildly,"Shortly after taking the drug, the addict began to rave and foam at the mouth.; He raved that his care could reach 120 miles per hour.; She raved about her essay.",
inartful,5bb189fb-2802-4380-81d4-4a7ec27ab6fe,false,,inartful speaker,
untethered [from],5114c718-fc7e-406f-8bac-c480535d36c3,false,,,
specialist,9045e626-0c82-4d07-85d5-f5bc8640692d,false,,specialist/generalist,
interface,6d432095-b594-4535-af49-0f442af8ccec,false,,,
stereotype,48427f82-eeab-43cb-a873-480298d6590a,false,,fits the stereotype,
lanky,c248ae9e-fce9-4bd9-99b7-f1e897ac20c1,false,,,
intently,9604384c-8ea1-489f-9e0d-763b58833ee8,false,,looked intently at …,
conviction,e427d503-2cc5-4872-a0d1-7ccff0559ce3,false,,with conviction,
hopeless; hopelessly,29960d01-b288-4f77-b62f-36785f122aa9,false,,hopelessly in conflict,
