word,english,japanese,example,present,teForm,negative,past,pastNegative,potential,imperative,volitional,group,desirative,conditional,passive,causative,causativePassive,honorific,humble,mark
tamaru,"to be saved (e.g., money) (intrans.);  accumulated; pile up",たまる,,tamarimasu,tamatte; tamaranakute,tamaranai; tamarimasen,tamatta; tamarimashita,tamaranakatta; tamarimasen deshita,tamareru,tamare; tamaru na,tamarou; tamarimashou,ru-dropping,,tamareba; tamattara; tamarimashitara; tamaranakereba; tamaranakattara; tamarimasen deshitara,tamarareru,tamaraseru,tamaraserareru; tamarasareru,otamari ni naru; tamarareru,,
tama no ~,occasional; rare,たまの ~,,,,,,,,,,,,,,,,,,
tamatama,by chance,たまたま,,,,,,,,,,,,,,,,,,
tappuri,full; plenty; ample,たっぷり,,,,,,,,,,,,,,,,,,
datte,because … (explanation); but; even so; after all,だって,,,,,,,,,,,,,,,,,,
tatta ima,just now (used with the past tense; indicates completion); just; has just,たった今,,,,,,,,,,,,,,,,,,
tatta,only; just,たった,tatta ~ shika; tadashi; tatta no; choudo,,,,,,,,,,,,,,,,,
tadaima,presently; right away; right now; just now; I'm back; Here I am; I'm home!,ただ今,,,,,,,,,,,,,,,,,,
tada no ~,nothing more than ~; just a ~,ただの～,ただの冗談だよ。 (It was just a joke.),,,,,,,,,Grammar,,,,,,,,
tadashi,however; provided,ただし,,,,,,,,,,,,,,,,,,
tada ~dake,only ~,ただ～だけ,コーラがほしいだけ。 (I only want a Coke.),,,,,,,,,Grammar,,,,,,,,
tada,just; only; merely; simply; free of charge,ただ,"ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)ただ、言ってみたかっただけ。
彼はただの男友達
He’s just a guy friend.
I was just saying.
ただそれだけだよ。
That’s all there is.  (lit “It’s only that”)",,,,,,,,,,,,,,,,,
tako,octopus,タコ,,,,,,,,,,,,,,,,,,
takusan,a lot; many; much,たくさん,takusan no ~ (a lot of ~); たくさんのせいとがはずかしがりやです。 (Most students are shy.),,,,,,,,,,,,,,,,,
dakara,therefore; so; because of that; and so; that's why,だから,"Kaigi ga atta sou desune. Ee, dakara okuremashita. (I hear there was a meeting. Yes, that's why I was late.) Ashita wa hayaku okiru n dakara mou nete kudasai. (Go to be now because you have to get up early tomorrow.) Okaasan wa mou itta n dakara anata mo hayaku itte kudasai. (Your mother has already gone so you should hurry and go too.)",,,,,,,,,,,,,,,,,
taoru,towel,タオル,,,,,,,,,,,,,,,,,,
taimu rimitto,time limit,タイムリミット,,,,,,,,,,,,,,,,,,
taimurain,timeline,タイムライン,,,,,,,,,,,,,,,,,,
taipu,liking; taste; type,タイプ,,,,,,,,,,,,,,,,,,
daietto wo suru,to diet,ダイエットをるる,水着を着るためにダイエットするつもりです。(I plan to go on a diet in order to wear a bathing suit.),,,,,,,,,,,,,,,,,
taaminaru,"terminal (e.g., airport terminal)",ターミナル,,,,,,,,,,,,,,,,,,
da,be; is; do,だ,,desu; da; de aru,de,de ha nai; ja nai; ja arimasen; de ha arimasen,datta; deshita,de ha nakatta; ja nakatta; de ha arimasen deshita; ja arimasen deshita,,,,,,nara(ba); de areba; dattara,,,,,,
sonna ni,so; such; used to express extent; so much; so many; not too much (used with negative),そんなに,"そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。そんなに勉強しない。 (I don't study that much). そんなに忙しくないんです。
そんなに危なくない（あぶなくない）です。",,,,,,,,,,,,,,,,,
sonna koto ha nai,I don't think so.; It's not like that.,そんあことはない。,,,,,,,,,,,,,,,,,,
sowasowa,restless; fidgety; nervous; uneasy,そわそわ,,,,,,,,,,,,,,,,,,
zorozoro,in groups; in succession,ぞろぞろ,,,,,,,,,,,,,,,,,,
sorosoro,It's about time to …; soon; shortly (polite),そろそろ,そろそろ 始めましょう sorosoro hajimemashou. Let's begin soon.,,,,,,,,,,,,,,,,,
soremade,until then; until that time; to that extent,それまで,,,,,,,,,,,,,,,,,,
sore ni,in addition; moreover; besides,それに,,,,,,,,,,,,,,,,,,
soretomo,or (used at beginning of sentence),それとも,,,,,,,,,,,,,,,,,,
soretomo; mata ha; arui ha,or,それても／または／あるいは,,,,,,,,,,,,,,,,,,
soredemo,but (still); and yet; nevertheless; even so,それでも,,,,,,,,,,,,,,,,,,
sore de ha,well then …; if that is the case …,それでは,,,,,,,,,,,,,,,,,,
sore de ii?; dou?,How does that sound?,それでいい？；どう？,,,,,,,,,,,,,,,,,,
sore de,and so; then; therefore; and therefore (introduced a consequence); that way; therefore; because of that; だから,それで,,,,,,,,,,,,,,,,,,
sorezore,each; every; either; each respectively; severally,それぞれ,sorezore no ~ (each ~),,,,,,,,,,,,,,,,,
soresura,even that,それすら,,,,,,,,,,,,,,,,,,
sorekoso,degree or extent (of effect or result),それこそ,,,,,,,,,,,,,,,,,,
sorekara,and then (to add an item that comes later in time or order of importance); from that; after that,それから歌ったり踊たりもするんです。,,,,,,,,,,,,,,,,,,
sorya,well; that is…; very; extremely,そりゃ,,,,,,,,,,,,,,,,,,
somosomo,in the first place/to begin with/originally; after all/anyway/actually (used when bringing up something already mentioned),そもそも,,,,,,,,,,,,,,,,,,
sofutobooru,softball,ソフトボール,,,,,,,,,,,,,,,,,,
sofa,sofa,ソファ,,,,,,,,,,,,,,,,,,
sono aida,during; while,その間,,,,,,,,,,,,,,,,,,
sono tsugi,next,その次,,,,,,,,,,,,,,,,,,
sono go,after that; afterward,その後,,,,,,,,,,,,,,,,,,
sono hoka,the rest; others; beside; in addition,その外,sono ta,,,,,,,,,,,,,,,,,
sonota,others; miscellaneous,その他,,,,,,,,,,,,,,,,,,
sono naka de,among them,その中で,,,,,,,,,,,,,,,,,,
sono you,that kind of; of the sort; of the kind; such,そのよう,,,,,,,,,,,,,,,,,,
sono toki ni,at that time,そのときに,,,,,,,,,,,,,,,,,,
sono tame ni,for that purpose; to that end,そのために,,,,,,,,,,,,,,,,,,
sonokoro,at that time; at that moment; in those days; then,そのころ,,,,,,,,,,,,,,,,,,
sono koto,it; that; that thing,そのこと,そのことについて考えているところです。(I'm thinking about it.),,,,,,,,,,,,,,,,,
sono uchi,eventually; sooner or later; some day; one of these days,そのうち,そのうちに,,,,,,,,,,,,,,,,,
sono ato de,after that,そのあとで,,,,,,,,,,,,,,,,,,
zotto suru,to be terrified,ぞっとする,,,zotto shite,,,,,,,,,,,,,,,
sotto ,secretly; quietly; softly; gently,そっと,,,,,,,,,,,,,,,,,,
