word,mark,definition,pronunciation,example
symbolic,,,,
symbolize; symbolism; symbolized [by],,,,
synchrony; synchronous,,,in synchrony,
synergistic,,having the capacity to act in cooperative action of discrete agencies such that the total effect is greater than the sum of the two or more effects taken independently,,
synergy,,combined action or operation,SIN er jee,
syntactically,,,,
syntax,,the patterns or rules governing the way grammatical sentences are formed in a given language,SIN taks,
synthesis,,the combining of parts to form a whole,SIN thuh sis,
synthesize,,to form by combining parts,,
systematic and rational,,,,
systematic; systematically,,orderly or meticulous,sis tuh MAT ik,
systematize,,Arrange according to an organized system; make systematic,,
systemic,,"affecting the entire system, especially the entire body",sys TEM ik,
tacit,,implied; unstated,,
taciturn,,inclined to silence; reserved in speech; reluctant to join in conversation,tas-i-turn,
tact,,,,
tactical,,"having to do with tactics, especially naval or military tactics; marked by clever tactics or deft maneuvering",TAK ti kul,
tactile,,,,
"tailor, tailored",,,,
tailwind,,,,
taint,,"to morally contaminate, corrupt",taynt,
tame,,,,
tangent; tangential,,diverging or digressing; superficially connected; peripheral; superficially relevant,"tan JEN chul
Facts about the author's life, while they may be fascinating, are tengential to an evaluation of her works.tan JEN chul
Facts about the author's life, while they may be fascinating, are tengential to an evaluation of her works.tan JEN chul
Facts about the author's life, while they may be fascinating, are tengential to an evaluation of her works.tan JEN chul
Facts about the author's life, while they may be fascinating, are tengential to an evaluation of her works.tan JEN chul
Facts about the author's life, while they may be fascinating, are tengential to an evaluation of her works.",
tangible,,touchable; palpable,,
tangle; tangled,,to interact in a contentious or conflicting way,,
tantalize,,to tease or torment by repeated denial,,
tantamount [to],,"equivalent in value, significance, or effect",,
tapestry,,,,
tarnish,,,,
tautological; tautology,,redundent; circular; statement that is obvious and therefore does not need restating; redundancy,,
tautology,,"a neeldess repetition of words, or saying the same things using different words",,
tawdry,,gaudy and cheap,TAW dree; tawdry caricature,
tedious,true,boring,,tedious details
tedium,,,,
temerity,,boldness; recklessness; audacity,,
temper,,to moderate or mitigate,,
temperament,,,,
temperate,true,mild; moderate; restrained,TEM per ut,
tempered,,disposed to a certain character,,
temporal,,"pertaining to time; temporary, transitory; short-lived",TEM pur ul,
temporize; temporizing,,to act to suit the time; adapt to a situation,,
tempt,,,,
tenable,,,,
tenable,,"defensible, as in one's position in an argument; capable of being argued successfully; valid",,
"tenacious, tenacity",,persistent; stubborn; not letting go,te NAS uh tee,
tendentious,,,,
tenet,,"a principle, doctrine or belief held as truth",,
tentative,,experimental; temporary; uncertain; not fully worked out or developed,,
tenuous,,having little substance or strength; shaky; feeble; fragile; flimsy; extremely thin,TEN yoo us,
tenure,,,,
tepid; tepidly,,feeling or showing little interest,TEP id,
terminable,,,,
terminal,,,,
terpitude,,,,
terse; tersely,,"abruptly concise, brief and pithy; succinct; free of superfluous words",,
testament,,,,
tether; tethered,,a rope or chain that allows limited movement; the limit of one's resources or strength,TEH thur,his wife had him tethered to a short leash; tethered the boat to the dock; The prisoners were tethered by heavy chains.
thereafter,,,,
thereby,,,,
thickly,,,,
think,,to form an idea or opinion,,
thinly,,,,
thinly/thickly veiled,,,,
thought; word; and deed,,,,
threshold,,,,
thwart,,to prevent from being accomplished; to frustrate; to hinder,thwawrt,
tie [to]; tied,,,,
till,,"to foster the growth of, cultivate",,
timely; untimely; timeliness,,,untimely death,
timidity,,,,
tinge,,,tinge of desparation,
tirade,,"a prolonged, bitter speech; rant",TYE rayd,
toggle [between],,,,
token,,symbol,,
torpid,,inactive or sluggish,,
torrent,,,,
"torrent, torrential",,"a violent, tumultuous, or overwhelming flow",,
torrid,,,,
tort-feasor,,one who is guilty of a wrongful act; a wrongdoer; a trespasser,,
tortuous,,"marked by devious or indirect tactics, deceptive",TOR choo wus,
totality,,,,
touchstone,,a standard; a test of authenticity or quality,,
"tout, touted",,to praise highly; to brag publicly about,,
trace [to],,,,
tractable,,"easily manipulated, convincible, docile",,
traction,,,,
trait,,,quality; characteristic,
trajectory,,,,
"tranquil, tranquility",,,,
transcend; transcendent,,to go beyond or above; to surpass,,
transcribe,,to write out or type in full,These almost illegible notes must be transcribed before anyone else will be able to use them.,
transference,,,,
transfigure; transfiguration,,,,
transformative,,,,
transgress,,to violate (a law); to sin,,
transient,,passing quickly in time or space; temporary,TRAN zhent,
transitive,,,antonym: intransitive,
transitive property,,"(a>b and b>c, then a>c), intermediate",,
transitory,,short-lived; temporary; not lasting long,,
translucent,,,,
transluscent,,"Allowing light, but not detailed images, to pass through; semitransparent",trans LOOS ent,
transmit,,,,
"transmit; transmission (v, past tense)",,,,
transparent; transparency,,"easily understood, very clear, lucid",,
transpire,,,,
trapezoid,,in geometry: a polygon with 4 sides (quadrilateral) with 2 parallel sides,,
traverse; traversals,,,,
treacherous; treachery,,"deceptive, untrustworthy, or unreliable",,
treatment,,,,
tremulous,,trembling; quivering; timid,,
trenchant,,cutting; having a sharp point; caustic; sarcastic; keen; penetrating; incisive; concise; effective,TREN chunt,"His trenchant remarks were more dangerous than his sword.; the accountant's remarks were trenchant, because he knew exactly where the financial problems lay.; numerous trenchant comments; a trenchant tongue"
trepidation,,fear; apprehension; nervous trembling,,
triangulate,,,,
trickle,,,,
"trickle, trickling",,,,
"trifle, trifling",,of little importance; trivial; insignificant,,
trigger,,,,
trite,,,,
trivial; triviality; trivialities,,of little importance,,
trough,,,,
truculent,,inclined toward conflict; eager to fight; aggressive; cruel; hostile,TRU kyu lent,We never understood what made him truculent all through school. It was like he had a chip on his shoulder.
truism,,,,
trump,,,,
"trump, trumped",,,,
truncate; truncated,,to shorten by cutting off,TRUNG kayt,truncated his speech so everyone could go home; vacation was truncated after the first week
try [to],,,,
"tumult; tumultuous (,adj)",,distraught and disorderly; noisy,tum UL choo us,
"turbulent, turbulence",,,,
turpitude,,,,
typify; typifies,,,,
ubiquitous; ubiquity [of],,existing of being everywhere at the same time; omnipresent; present everywhere; widespread,yoo BIK wih tus,ubiquity of fast-food restaurants
ulterior,,,,
ulterior motive,,,,
umblemished,,,,
unabated,,"unreduced, unrestricted",,
unamused,,,,
unanimity,,,,
unappealing,,,,
unassailable,,unquestionable,,
unavoidable; unavoidably,,,,
unbearably,,,,
uncannily,,,,
uncanny; uncannily,,extraordinary; unimaginable; seemingly,un KAN ee,
uncompromising,,,,
unconscionable,,"excessive, unscrupulous",,
uncontrollably,,,,
uncover; uncovered,,,,
uncritically,,,believe it uncritically,
underdog,,,,
underly,,to be the foundation of,,
undermine; undermined,,to damage or weaken,,
underpinning; underpin,,a system of supports beneath; a foundation or basis,UN dur pin ing,
underscore,,to underline; to emphasize,un dur SKAWR,
undertone,,,,
undue,,,undue focus; undue stress; unaffected by undue stimulus,
uneasy; uneasily,,,,
unequivocal; unequivocally,, unambiguous; clear; having only one possible meaning or interpretation; absolute; unqualified; not subject to conditions or exceptions,,
"unerring, unerringly",,,,
unexplainable,,,,
unfettered,,,,
unfocused,,,,"unfocused, disorderly, chaotic"
unfold,,,,
unfold,,,,
unhelpful,,,,
unhinge; unhinged,,,hinges on,
uniform,,consistent; unchanging; the same for everyone,,
unilateral; unilaterally,,affecting one side only,,
unimaginable,,,,
uninformed,,,,
unintelligible,,not intelligible; not capable of being understood,uhn-in-tel-i-juh-buhl,
unintended,,,unintended consequences,
uninterest; uninterested,,lack of interest; disinterested,vs. disinterest (,
unintuitive; counterintuitive,,,,
unique; uniqueness,,,,
unitary,,,,
unlike (prep),,dissimilar to,,
unmatched,,,,
unmitigated,,,,
unobserved,,,,
unprecedented,,happening for the first time; novel; never seen before,,
unravel,,,,
unremitting,,unceasing; unabated; relentless,,
unrepentant,,,,
unreservedly,,,,
unrest,,,,
unsatisfied,,,,
unsavory,,,,
unscrupulous,,unprincipled; not constrained by ideas of right and wrong,"The unscrupulous landlord refused to return the security deposit, claiming falsely that the tenant had damaged the apartment.",
unsettled; unsettling,,,,
unsolicited,,,,
unsophisticated,,,,
untempered,,"unmitigated, uncontrolled",,
untenable,,"incapable of being defended as an argument, idea, etc; indefensible",,
untested; untestable,,,untestable instances,
unusual; unusually,,,,
unveil; unveiling,,,,
unwieldy,,,,
upheaval,,,,
urbane,,poised; sophisticated; refined,ur BAYN,
urge,,to push or force along; impel with force or vigor,,
usage,,,,
use; nonuse,,,use sparingly,
usurp,,to seize wrongfully,yoo SURP,
utilitarian,,having regard to utility or usefulness rather than beauty,,
utopia,,an ideal society,yoo TOH pee uh,
utter; utterance,,,,
vacillate; vacillation,,to be indecisive; to waver,"VA sil ayt
inconstant, vacillating characterVA sil ayt
inconstant, vacillating character",
vacuous,,"devoid of emotion, intellilgence, or any normal human throught processes,; lacking ideas or intelligence; empty of content","VAK yoo wus
vacuous stare from her eyesVAK yoo wus
vacuous stare from her eyes",
vagary; vagaries,,whim; unpredictable action; wild notion,VAY guh ree,
vagrant,,a wanderer lacking purpose,,
"vain, vainly, vanity",,"ineffectaul or unsuccessful; futile; excessively proud of or concerned about one's own appearance, qualities, achievements, etc; conceited",vanity trip,
validate,,,,
"vanish, vanished",,,,
vanquish,,to conquer; to overpower,VANG kwish,
vapid; vapidity,,"lacking liveliness, animation, or interest; insipid; bland; dull; routine; void of intellectual curiosity or intelligence; lacking spirit and enthusiasm",VAP id,
variability,,,,
variant,,,,
vast,,of great magnitude,,
veer; veering,,to change direction,veer,never veered from the path of honor and dignity
vehement,,intense; forceful; violent; urgent; passionate,,
"veil, veiled",,"to cover or conceal, to hide the real nature of, mask, disguise",,
veiling,,,,
venal; venality,,capable of being bribed; willing to do anything for money; corrupt,VEEN ul,
veneer,,façade; coating; outward appearance,vuh NEER,
venerable,,"commanding respect because of great age or impressive dignity, worthy of reverence",,
venerate; veneration,true,"to revere; to treat as something holy, especially because of great age",,
venture,,,,
veracity,,conformity to facts; truthfulness; adherence to the truth; integrity,vuh RA si tee,
verbage,,,,
verbal; verbalize,,,,
verbose,,using too many words; not succint,,
verboten,,"forbidden, especially by an authority",,Publishing Bloomberg-generated data is verboten under their user agreement.
verdant,,inexperienced; unsophisticated,,
"veritable, veritably",,being truly or very much so,,
vernacular,,everyday speech; slang; idiom,,
versatile; versatility,,,,
versed,,experienced,,
vertex,,top; highest point; apex; zenith,,
vestige,,"a trace, mark, or sign of something that once existed but has passed away or disappeared",VES tij,The artifacts were the last vestiges of an earlier civilization.; certain vestiges of the past
vex; vexing,,to irritate; annoy; provoke; to pester,VEKS,vexing challenge
vexatious,,,,
viable; viability,,capable of living; workable,,
vicarious; vicariousness,,"experienced, performed, or suffered through someone else; living through the experiences of another as though they were one's own experiences",vye KARE ee us,
vice,,an immoral or evil habit or practice,,
vicissitude,,a change or variation occurring in the course of something; interchange or alteration,vi-sis-i-tood,
vie [for]; vying,,,,
vigilant; vigilance,,alert; watchful,VIJ uh lent,
vignette,, a short scene or story,vin YET,
vigor; vigorous,,intensity,,a vigorous intellect
vile,,"highly offensive, unpleasant, or objectionable; repulsive",,
vilify,,to use abusive or slanderous language about or of; revile; to say vile things about; to defame; to speak ill of; defame; slander,,
vindicate,,"to free from blame, guilt, or suspicion; to show to be true or right; to uphold or justify by argument or evidence; justify; to free from blame; to prove your opinion is correct or your action is justified, or that you are innocent of a misdeed you stand accused of, despite opinions and evidence to the contrary",VIN dih kayt,
vindictive,,revengeful; disposed to seek revenge; spiteful; unforgiving; revengeful,vin DIK tiv,
vintage; vintages,,,,
virtue; virtues; virtuous; virtuosity,,,virtue/shortcomings,
virulent; virulence,,extremely poisonous; malignant; full of hate,VIR uh lunt,virulent reaction
visceral,,An immediate and strong gut reaction; a quickly formed opinion based mainly on instinct and usually negative in nature.,VIS er ul; visceral tactile feel,
viscous; viscosity,,having a ropy or glutinous consistency and the quality of sticking and adhering,,
visionary,,a dreamer; someone with impractical goals or ideas about the future,,
vitiate,,to make impure; to pollute,,
vitriol; vitriolic,,"having a sharp, biting quality; bitterly sarcastic; an attitude of bitterness, hatred, or mean-spiritednese; caustic",vih tree AWL,
vivid; vividly,,,,
vociferous; vociferously,,loud; noisy,voh SIF ur us,
vogue,,fashion; style,vohg,
void,,"containing nothing, total emptiness; nullify, revoke, invalidate",,
volatile,,quick to evaporate; highly unstable; explosive,VAHL uh tul,
volition,,act of choosing; using one's own will in a conscious choice,voh LISH un,of his own volition
voluminous,, very large; extensive; spacious,vuh LOO muh nus,
voluntary,,subject to unrestricted choice,,
voracious,,,,
vortex,,an activity or situation regarded as irresistibly engulfing,,
vouch,,,vouched for by,
vulgar; vulgarize,,"deficient in taste, delicacy, or refinement; to make vulgar or coarse; lower; debase",,
vulnerable [to],,,,
wadding,,,,
wallow,,,,
wane,,"to decrease in strength, intensity; to gradually decrease, to fade awway, to become diminished",wayn,a waning interest by …
wanton,,malicious; unjustifiable; unprovoked; egregious,,
warrant,,justify; to declare or maintain with little or no fear of being contradicted; be certain; be sure that,,
wary; warily,,cautious; watchful; careful,WAR ee,
wave [of],,,,
waver; wavered; wavering,,,,
well-regarded,,,,
welter,,a confused mass; a commotion or turmoil,,
whereby,,by which; by what,,
whoop,,a loud cry of exultation or excitement; a hooting cry; to utter a loud shout or cry,,
widen; widened; widening,,,,
wield,,"to exercise (power, authority, influence, etc), as in ruling or dominating",WEELD,
wilful,,,,
willful,,deliberate; obstinate; insistent on having one's way,,
wince; winced,,,,
winnow,,remove (people or things) from a group until only the best ones are left,winnowed out,
wistful,,yearning; sadly longing,,
wit; wittiness,,,,
withdraw; withdrawn,,,withdrawn [from],
wither,,to become dry; shriveled; shrunken; dried-up,WITH ur,a few withered apples; public interest withered
withstand; withstanding,,,not withstanding,
wittingly; unwittingly; unwitting,,,,
woo; wooed [by],,,,
wrest,,to extract by force; to pull away,rest,wrested the keys away from him; wrested the stick away from the boy's hand
wrestle; wrestling,,,,
wring,,,,
yardstick,,measuring instrument,,
yearn [for]; yearning,,,,
yield,,"to cause, or to relinquish",,
guilty [of],,,,
zeal; zealous,,fervent or enthusiastic devotion,overzealous,
zenith,,a highest point or state; peak; pinnacle; culmination,"ZEE nith
The sun reaches its zenith at noon.ZEE nith
The sun reaches its zenith at noon.ZEE nith
The sun reaches its zenith at noon.ZEE nith
The sun reaches its zenith at noon.ZEE nith
The sun reaches its zenith at noon.ZEE nith
The sun reaches its zenith at noon.ZEE nith
The sun reaches its zenith at noon.ZEE nith
The sun reaches its zenith at noon.ZEE nith
The sun reaches its zenith at noon.ZEE nith
The sun reaches its zenith at noon.ZEE nith
The sun reaches its zenith at noon.ZEE nith
The sun reaches its zenith at noon.ZEE nith
The sun reaches its zenith at noon.ZEE nith
The sun reaches its zenith at noon.ZEE nith
The sun reaches its zenith at noon.ZEE nith
The sun reaches its zenith at noon.ZEE nith
The sun reaches its zenith at noon.ZEE nith
The sun reaches its zenith at noon.",
outline,,,,
reverb; reverberate; reverberation,,,,
profile,,,,
mastery [in],,,,
achieve; achievement,,,,
serve [as]; served,,,,
expound [on],,,expound effusively on,
forgo,,,,
far-reaching,,,far-reaching ramifications,
crack; cracked; cracking,,,,
miss; misses; missed,,,misses the point,
prior,,,prior learning; subsequent/posterior,
formulate; formulation,,,,
cooperate; cooperative; cooperatively,,,cooperative/adversarial,
advisable,,,,
dissemination,,,,
linchpin [of],,,,
overly,,,overly solicitous,
self-reinforce; self-reinforcing; self-reinforcement,,,self-reinforcing (trend) (accelerates upon reinforcement),
border; borders [on],,,it borders on complaint,
ambitious; ambition,,,blind ambition,
complex; complexity [of],,,,
tend [to]; tends; tending; tendency,,,,
suspicious; suspicion,,,,
repel; repelled [by],,,,
splinter; splintered; splintering,,,,
selective; selectively,,,,
slight; slightly; slighted,,,,regardless of how slight
subsumed [into],,,,
incompatible; incompatibility,,,,
"string (v.), strung [together]",,,strung together,
emergent,,,,
marker,,,,
occasional; occasionally,,,,
allot; allotment,,allocation; assignment; issuance; grant; designation,,
intimation,,,,
overkill,,,,
gumption,,,,
affiliate; affiliated; unaffiliated,,(of a subsidiary group or a person) officially attached or connected to an organization,,
rest [on],,based [on],,
immeasurable; immeasurably,,,,
real-time,,,,
grease; greased [by],,smoothed,,
shame; shamelessness; shameless,,,,
repurpose; repurposed,,,,
forthcomingness,,,,
gasp/gahsp,,"a sudden, short intake of breath, as in shock or surprise; a convulsive effort to breathe; a short, convulsive utterance",the words came out in gasps,
inductive; inductively,,characterized by the inference of general laws from particular instances.,"""instinct rather than inductive reasoning marked her approach to life""",
avail; unavailing,,,,
favor; disfavor,,,,
place; placement,,,,
steady,,,,
uncontroversial,,,,
canister,,,,
rivet; rivets; riveted,,,,
self-absorbed,,,,
restive,,,,
amiss,,,,
coach; coached,,,he was coached to say the right answers,
secondhand,,,,
delirious; delirium,,,,
glum; glumly,,,,
stiff,,,,
sympathy; sympathetic,,,,
sarcastic; sarcasm,,,,
roleplay,,,,
simplify; oversimplification,,,,
heartwrenching,,,,
enrapture,,,enraptured [by],
overblow; overblown,,,,
uproar,,,capitalize on the uproar,
implant; implanted,,,,
fell; felled [by],,,,
self-proclaim; self-proclaimed,,,,
now-,true,,now-laughable,
evidence; evidenced [by],,,as evidenced [by],
froth,,,frothing at the mouth,
hyperventilate; hyperventilating,,,,
placard,,,"brandishing trademarked ""Resist"" placards",
circa,,"at, in, or of approximately; at an estimated historical time period",SUR ka,"occurred circa 3000 BC; Circa is another word for ""about"" or ""more or less"", ""and always refers to a passage of time."
untoward,,,,
shrimp,,,prawn,
duty; dutiful,,,,
high-minded,,,,
loaded,,,it's a loaded concept,
impound; impounded,,,,
grueling,,,grueling studies,
according [to],,,,
debut; debuted,,,,
wade; waded [into],,,,
ineffective,,,,
vertical(s),,,,
granular,,,granular nature of,
bovine,,,bovine agreement,
pace; paced,,,,
lurk; lurked; lurking,,,he lurked in the shadows,
expunge,,to remove; to delete; to erase,iks PUNJ,expunge of
hyperactive,,,,
margin,,,by an increasing margin; by a decreasing margin,
approachable,,,,
accommodate; accomodating,,,,
exclaim; exclamatory; exclamation,,,,
ballast,,,,
plot [to]; plotting,,,,
reverse; reversal,,,,
undesirable,,,,
isolationism,,,,
exponent [of],,,,
misguide; misguided,,,,
screech,,,screeching students,
moderate (adj.),,,,
stack; stacked,,,,
instinctive; instinctively,,,,
vacate; vacated,,,,
falsify; falsifying,,,,
defalcation,,,,
outward; outwardly,,,,
establish; established,,,,
liberal; liberally,,,,
countervail,,offset the effect of (something) by countering it with something of equal force,,
reallocate; reallocation,,,,
respective; respectively,,of or for each separately,,
pack; unpack,,,,
sludge,,,,
cover; uncover,,,,
hypnosis,,,,
self-assured,,,,
perfundity [of],,,,
accolite,,,,
imaginative; unimaginative,,,,
disorientate,,,,
objectively,,,,
compartmentalize,,,,
impassionate,,,impassionate debate,
outmoded,,,,
agnostic; agnosticism,,,,
segue [into],,,,
regulate; regulated,,,,
precognition,,viewing events before they happen,,
outgrowth [of],,,,
unclear,,,,
nonverbal,,,,
underuse; underused,,,,
overuse; overused,,,,
pinpoint,,,,
unseen,,,,
space; spatial,,,,
entertain,,,entertain the possibility,
overstate; overstated,,,,
attain; attainable [by]; unattainable,,,,
object [of],,,,
insofar [as],,,,
undergird; undergirding,,,,
pose; posed [by/as],,,presented/posed by,
maintain [that],,,He maintains that he is innocent.,
retrieve; irretrievably,,,irretrievely removed,
cautionary,,,cautionary note,
action; inaction,,,,
untouched [by],,,,
familiarize [with],,,,
admittedly,,,,
harness,,,,
ratify; ratified [by],,,,
nonliving,,,,
distrust,,,,
misstate,,,,
withhold; withheld,,,,
fulcrum,,,,
conclusive; inconclusive,,,,
laughable,,,,
fuse; fusion [of],,,,
observant,,,,
shyly,,,,
bride; bridgroom,,,,
self-awareness,,,,
cloud,,,cloud it with insults,
unceremoniously,,,,
dishonor; dishonorable,,,,
unnerve; unnerved [by]; unnerving,,,so unnerved that,
pander; pandering,,,,
unwind,,,,
converse [with],,,,
retrograde,,,retrograde attitude,
dicey,,,dicey history,
pseudo,,,pseudo~,
similarly,,,,
inaccurately,,,,
reason,,,carefully reasoned responses,
dastardly,,,,
unsuspecting,,,unsuspecting soul,
host; hosted,,,communities in which they are hosted,
querilously,,,,
nauseate; nauseating,,affect with nausea; fill (someone) with disgust,,
customary,,usual,,
expose,,lay open; uncover; leave unprotected; show openly,,
vessel,,"a ship; a hollow container; tube containing body fluid (""blood vessel"")",,
hazy,,misty; smoky; unclear,hazy about the details,
gloomy,,dark; dim; in low spirits,glue m' ee,
unforeseen,,not known beforehand; unexpected,un four seen'; unforeseen problems,
daze; dazed,,,,
clerk,,,mail clerk; store clerk,
swindle; swindler,,,,
guard; guarded,,,,
sag; sagging,,,,
tow,,,tow the line (support the cause),
indecisive; indecisively,,,,
self-confessed,,,,
fright,,,initial fright,
retrace,,,,retrace your steps
parenthesis; parenthetical,,,parenthetical comment,
continue; continuous; continuity; continuation,,,,
glance [at],,to look quickly at; a quick look,,
notch,,,,
overemphasize,,,,
hey-day; heyday,,,,
deem; deemed [as/to be],,,,
congruent [with]; congruence; congruency,,,,
patsy; patsies,,,,
oblige,,,,obliged to lie back
toil,,hard work; to work hard; move with difficulty,"The feeble old man toiled up the hill.; Despite all his toil, Fred never succeeded in reaching his goal.",
sedative,,,,
overlook; overlooked,,,,
valid; validity,,,,
lieu,,instead of; in place of; as a replacement,loo,in lieu of
issue; issuance [of],,,,
abnormal; abnormality,,,,
baseline,,,,
telepathy,,mind to mind communication,,
clairvoyance,,"ability to see objects or events that cannot be perceived by the five senses (sight, sound, taste, touch, smell)",,
involuntary,,,,
unsympathetic,,,,
atypical [of],,not typical; abnormal,ay TIP ih kull,
mistaken; mistakenly,,,,
hasty,,quick; hurried; not well thought out,hasty glance; hasty decision; hasty visit,
scorch,,burn slightly; dry up; criticize sharply,,
exaggerate,,to make something greater than it is; to overstate,,
reckless; recklessly,,careless; heedless; wild,,
rave,,talk wildly,"Shortly after taking the drug, the addict began to rave and foam at the mouth.; He raved that his care could reach 120 miles per hour.; She raved about her essay.",
inartful,,,inartful speaker,
untethered [from],,,,
specialist,,,specialist/generalist,
interface,,,,
stereotype,,,fits the stereotype,
lanky,,,,
intently,,,looked intently at …,
conviction,,,with conviction,
hopeless; hopelessly,,,hopelessly in conflict,
quench,,put an end to; drown or put out,kwench,
interloper,,a person who becomes involved in a place or situation where they are not wanted or are considered not to belong,,
canned,,,a canned answer,
congenital; congenitally,,,congenitally incapable [of],
tinker [with],,,,
signifier,,,all those condescending signifiers,
decouple [from],,,,
unrelenting,,,she was unrelenting,
decided; decidedly,,,reactions were decidedly mixed,
eject; ejected; ejection,,,,
hand-wringing,,the excessive display of concern or distress,,
self-described,,,,
"blend (v, n)",,,a blend of,
defease,,"to offset formally (a debt, liability, etc.) by defeasance; to defeat or annul (a contract, deed, etc.).",,
informed [by],,,,
indeterminate,,,The effect is indeterminate,
sense of resignation,,to give up,,
labor (v); labored,,,,
oily,,,Comey has shown himself to be even oilyier this time.,
chronology,,,chronology of events,
divest,,,,
craven; cravenly,,lacking the least bit of courage; cowardly,KRAY ven,a craven raven that abhors bugs
expostulate,,to argue earnestly in an attempt to dissuade or show strong disapproval; to express strong disapproval or disagreement,,"expostulated with me; full of bluster about how bravely he would fight, but his comrades found him to be craven once the battle started; To let his wife do his fighting for him was the act of a craven husband.; the cravenly act of the assassin"
… are many and varied,,,,
"…sensitivities to changes in key valuation assumptions, disaggregated by type of instrument",,,,
related,,,,
scope,,,,
discredited,,,,
spatial-temporal reasoning ability,,,,
portable,,,,
meadow,,,,
designate,,,,
intensive,,,,
unsurpassed,,,,
subtlety,,,,
expressive,,,,
cognitive and spacial perception,,,,
aphorism,,wise saying,,
scarcely,,,,
placeholders,,,,
insufficient,,,,
immutable,,,,
occurrence,,,,
normative,,,,
milieu,,environment or surroundings,meel YOO,feels out of his milieu; The NYSE is a milieu of frenzied activity during trading hours.
pejorative,,,,
double-talk,,,responded with a fog of double-talk,
palatable,,pleasing to the taste,more palatable,
surroundings; environment,,,,
exemplify; exemplified [by],,,,
uncanny,,,,
There questions were no longer attacking but sincere and searching.,,,,
The message had penetrated their intellectual façade.,,,,
arbitrary,,,,
dazed,,,,
futility [of],,,,
unmet,,,,
reeling [in],,,,
exclusively,,,,
foregoing,,,,
common sense,,intuitions that are commonly shared,,
wrack; wracked,,wracked with doubts,,
pat,,"apt; fitting; suitable; glib; fluent, esp. in a shallow way",pat answers,
volition,,an act of consciously choosing or deciding,"Dan, of his own volition, did it.",
antecedent; antecedently,,something that comes before; going before; preceding,an tuh SEED unt,the antecedent to/of; Your ancestors are your antecedents.; antecedent influences
convoluted,,expremely difficult to follow; having numerous coils or folds; complicated; intricate,KAHN va loo did,
disingenuous,,not straightforward; insincere,,
indubitable,,too evident to be doubted; unquestionable,,
jaded,,dulled or wearied by excess or overindulgence,,
masochistic; masochist,,deriving pleasure from being mistreated mentally or physically,mas eh kis tik,
sordid,,dirty or disgusting,,
suave,,smoothly polite; blandly pleasing,,
travesty,,a distorted example or imitation,,
underhanded,,"marked by secrecy; chicanery, and deception; not honest and aboveboard",sly and underhanded attempt to gain power,
indict; indictment,,to charge with a crime,,
apex,,the highest point of something,,
rescind,,to do away with; to cancel,,
scion,,a cutting from a plant used to produce new growth; a shoot from a plant that can be grafted onto another plant,sigh en; The scion containing buds was grafted onto the root stock of the tree.,
charlatan,,,,
explicable; explicably,,,,
entrench; entrenched,,,become entrenched,
penetrate; penetrates,,,,
meaninglessness,,,,
degenerate [into]; degeneracy,,,,
despair,,,,
flywheel,,,,
gestalt [of],,,,
mediocrity; mediocrities,,,,
-centered,,,,
nonetheless,,,,
[sic],,quoted exactly from original work,[sic],
equate,,,equate with,
goat; goating,,,,
a priori,,,,
indefinite; indefinitely,,,,
absurdity,,,,
posthumous; posthumously,,,,
debilitate; debilitating,,,,
apart,,,apart [from],
affirm; affirmation,,,,
speck,,,a mere speck,
antedate,,,,
unlikely,,,,
misconception,,,,
penchant ,,,,
mundane,,,,
eschew,,,,
predilection,,,,
limiting,,,a limiting factor,
wobble,,to move unsteadily from side to side,,
errant,,,,
soup stock concentrate,,,,
situational awareness,,,,
contemplative,true,,,
tiresome,true,,,
dense,true,stupid; dull,,
adequate,,,,
repulsive,,,,
despicable,,,,
captivating,,,,
sadist; sadistict; sadism,,,,
asconce,,with an oblique glance; with doubt or mistrust,look asconse at him,
enwrap,,wrap; envelope; engross or absorb (someone),enwrapped in the music,
stout,,,,
florid,,having a red or flushed complexion; excessively intricate or elaborate,,
intrude; intrusion,,,,
droopy,,,,
contemporative,,,,
heartily,,,,laughed heartily
pitious,,,,a pitious spectacle
motion,,,,motioned for air
spring,,,,sprang from
dainty,,,,
irony,,"expression of one's meaning by using language that normally signifies the opposite, typically for humorous or emphatic effect",,
clatter; clattered,,,,
writhe,,,,hand with writhing fingers
presumptuous,,,,
disenchanted,,,,disenchanted by
hoarse,,,,asked hoarsely
expansive,,covering a wide area in terms of space or scope; extensive,,expansive beaches
hector,,to bully or harass by bluster or personal pressure,,
jumble; jumbled; jumbly,,jumbled or confused; haphazardly ordered/arranged,,
hollow,,,,
symbollic,,,,
hectic,,,,
spacious,,,,
hospitality,,,,
embolden,,,,
derogate,,,,
stroked,,,,stroked his beard
garbled,,garbled voice,,
gruff,,(of a voice) rough and low in pitch; abrupt or taciturn in manner,,"a gruff, masculine voice; a gruff, no-nonsense approach"
effete,,"soft or delicate from or as if from a pampered existence; affected and overly refined; no longer fertile; having lost character, vitality, or strength; marked by weakness or decadence",,
surname,,family name; last name; (given name: first name),,
given name,,"first name; (surname: family name, last name)",,
bland,,lacking flavor; weak or tasteless; lacking vigor or interest; dull; banal; uninteresting; unchallenging; insipid,,
inferior,,,,superior
signify; signifies,,,,
scorching,,,,
scalding,,(esp. of very hot liquids),,
superb,,very good,,
anxious,,very nervous,,
squalid,,very dirty,,
spotless,,very clean,,
vulgar,,rude,,
brief,,short,,
sluggish,,very slow,,
destitute,,very poor,,
